Gender,Location,Transaction_ID,Product_Category,Quantity,Coupon_Status,Date,Offline_Spend,Online_Spend,Coupon_Code
M,Chicago,18214,Nest-USA,1,Used,1/18/2019,3000,1312.5,ELEC10
M,Chicago,18214,Nest-USA,1,Clicked,1/18/2019,3000,1312.5,ELEC10
M,Chicago,18217,Nest-USA,1,Not Used,1/18/2019,3000,1312.5,ELEC10
M,Chicago,18218,Nest-USA,2,Used,1/18/2019,3000,1312.5,ELEC10
M,Chicago,18220,Nest-USA,2,Clicked,1/18/2019,3000,1312.5,ELEC10
M,Chicago,18222,Nest-USA,1,Clicked,1/18/2019,3000,1312.5,ELEC10
M,Chicago,18222,Nest-USA,1,Clicked,1/18/2019,3000,1312.5,ELEC10
M,Chicago,18222,Nest-USA,2,Clicked,1/18/2019,3000,1312.5,ELEC10
M,Chicago,18223,Nest-USA,3,Clicked,1/18/2019,3000,1312.5,ELEC10
M,Chicago,18226,Nest-USA,1,Clicked,1/18/2019,3000,1312.5,ELEC10
M,Chicago,18228,Nest-USA,1,Clicked,1/18/2019,3000,1312.5,ELEC10
M,Chicago,18230,Nest-USA,2,Clicked,1/18/2019,3000,1312.5,ELEC10
M,Chicago,18233,Nest-USA,1,Used,1/18/2019,3000,1312.5,ELEC10
M,Chicago,18233,Nest-USA,1,Clicked,1/18/2019,3000,1312.5,ELEC10
M,Chicago,18235,Nest-USA,1,Used,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18156,Nest-USA,1,Used,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18157,Nest-USA,1,Used,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18158,Nest-USA,1,Used,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18160,Nest-USA,1,Used,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18162,Nest-USA,1,Clicked,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18162,Nest-USA,5,Clicked,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18164,Nest-USA,1,Used,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18165,Nest-USA,1,Clicked,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18165,Nest-USA,1,Used,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18165,Nest-USA,2,Used,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18166,Nest-USA,1,Not Used,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18168,Nest-USA,1,Not Used,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18168,Nest-USA,1,Clicked,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18169,Nest-USA,1,Not Used,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18173,Nest-USA,2,Used,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18173,Nest-USA,3,Clicked,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18175,Nest-USA,1,Clicked,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18176,Nest-USA,2,Used,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18177,Nest-USA,2,Used,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18186,Nest-USA,1,Not Used,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18186,Nest-USA,2,Not Used,1/18/2019,3000,1312.5,ELEC10
F,New York,18189,Nest-USA,1,Not Used,1/18/2019,3000,1312.5,ELEC10
F,New York,18189,Nest-USA,4,Used,1/18/2019,3000,1312.5,ELEC10
F,New York,18191,Nest-USA,1,Not Used,1/18/2019,3000,1312.5,ELEC10
F,New York,18193,Nest-USA,1,Clicked,1/18/2019,3000,1312.5,ELEC10
F,New York,18194,Nest-USA,1,Clicked,1/18/2019,3000,1312.5,ELEC10
F,New York,18196,Nest-USA,1,Not Used,1/18/2019,3000,1312.5,ELEC10
F,New York,18197,Nest-USA,1,Clicked,1/18/2019,3000,1312.5,ELEC10
F,New York,18198,Nest-USA,2,Clicked,1/18/2019,3000,1312.5,ELEC10
M,New York,18198,Nest-USA,1,Clicked,1/18/2019,3000,1312.5,ELEC10
M,Chicago,18200,Nest-USA,3,Not Used,1/18/2019,3000,1312.5,ELEC10
M,Chicago,18202,Nest-USA,1,Clicked,1/18/2019,3000,1312.5,ELEC10
M,Chicago,18203,Nest-USA,1,Used,1/18/2019,3000,1312.5,ELEC10
M,Chicago,18206,Nest-USA,1,Not Used,1/18/2019,3000,1312.5,ELEC10
M,Chicago,18207,Nest-USA,4,Clicked,1/18/2019,3000,1312.5,ELEC10
F,California,18240,Nest-USA,1,Clicked,1/18/2019,3000,1312.5,ELEC10
F,California,18244,Nest-USA,1,Clicked,1/18/2019,3000,1312.5,ELEC10
F,California,18244,Nest-USA,1,Used,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18249,Nest-USA,1,Clicked,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18252,Nest-USA,1,Not Used,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18252,Nest-USA,3,Used,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18253,Nest-USA,2,Used,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18254,Nest-USA,1,Clicked,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18254,Nest-USA,5,Used,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18255,Nest-USA,1,Not Used,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18259,Nest-USA,1,Clicked,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18259,Nest-USA,1,Used,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18260,Nest-USA,2,Not Used,1/18/2019,3000,1312.5,ELEC10
F,Chicago,18261,Nest-USA,2,Used,1/18/2019,3000,1312.5,ELEC10
M,Chicago,18492,Nest-USA,4,Used,1/21/2019,3000,640.93,ELEC10
M,Chicago,18494,Nest-USA,1,Not Used,1/21/2019,3000,640.93,ELEC10
F,California,18455,Nest-USA,2,Clicked,1/21/2019,3000,640.93,ELEC10
F,Chicago,18458,Nest-USA,2,Not Used,1/21/2019,3000,640.93,ELEC10
F,Chicago,18460,Nest-USA,1,Used,1/21/2019,3000,640.93,ELEC10
F,Chicago,18460,Nest-USA,4,Clicked,1/21/2019,3000,640.93,ELEC10
F,Chicago,18462,Nest-USA,2,Clicked,1/21/2019,3000,640.93,ELEC10
F,Chicago,18462,Nest-USA,1,Clicked,1/21/2019,3000,640.93,ELEC10
F,Chicago,18462,Nest-USA,1,Not Used,1/21/2019,3000,640.93,ELEC10
F,Chicago,18463,Nest-USA,1,Clicked,1/21/2019,3000,640.93,ELEC10
F,Chicago,18467,Nest-USA,1,Used,1/21/2019,3000,640.93,ELEC10
F,Chicago,18468,Nest-USA,1,Clicked,1/21/2019,3000,640.93,ELEC10
F,Chicago,18472,Nest-USA,1,Clicked,1/21/2019,3000,640.93,ELEC10
F,Chicago,18473,Nest-USA,2,Used,1/21/2019,3000,640.93,ELEC10
F,Chicago,18474,Nest-USA,1,Clicked,1/21/2019,3000,640.93,ELEC10
F,Chicago,18475,Nest-USA,1,Clicked,1/21/2019,3000,640.93,ELEC10
M,New York,18476,Nest-USA,2,Clicked,1/21/2019,3000,640.93,ELEC10
M,New York,18479,Nest-USA,1,Clicked,1/21/2019,3000,640.93,ELEC10
M,New York,18480,Nest-USA,3,Used,1/21/2019,3000,640.93,ELEC10
M,New York,18480,Nest-USA,1,Used,1/21/2019,3000,640.93,ELEC10
F,Washington DC,18483,Nest-USA,1,Used,1/21/2019,3000,640.93,ELEC10
F,Washington DC,18483,Nest-USA,2,Clicked,1/21/2019,3000,640.93,ELEC10
F,Washington DC,18484,Nest-USA,1,Used,1/21/2019,3000,640.93,ELEC10
F,Washington DC,18489,Nest-USA,2,Clicked,1/21/2019,3000,640.93,ELEC10
F,Washington DC,18490,Nest-USA,1,Used,1/21/2019,3000,640.93,ELEC10
F,Washington DC,18490,Nest-USA,2,Clicked,1/21/2019,3000,640.93,ELEC10
M,Chicago,18497,Nest-USA,1,Not Used,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18499,Nest-USA,1,Clicked,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18500,Nest-USA,1,Clicked,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18505,Nest-USA,1,Not Used,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18506,Nest-USA,1,Used,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18507,Nest-USA,1,Clicked,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18507,Nest-USA,1,Clicked,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18508,Nest-USA,1,Clicked,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18509,Nest-USA,2,Clicked,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18509,Nest-USA,2,Clicked,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18510,Nest-USA,1,Clicked,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18511,Nest-USA,1,Clicked,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18513,Nest-USA,1,Used,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18516,Nest-USA,2,Clicked,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18518,Nest-USA,1,Clicked,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18518,Nest-USA,2,Used,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18520,Nest-USA,1,Not Used,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18520,Nest-USA,1,Used,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18521,Nest-USA,3,Clicked,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18522,Nest-USA,5,Clicked,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18523,Nest-USA,1,Not Used,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18524,Nest-USA,1,Clicked,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18526,Nest-USA,1,Not Used,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18527,Nest-USA,1,Used,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18528,Nest-USA,1,Used,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18530,Nest-USA,1,Clicked,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18531,Nest-USA,1,Clicked,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18532,Nest-USA,1,Clicked,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18533,Nest-USA,2,Used,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18571,Nest-USA,1,Clicked,1/22/2019,1000,1049.73,ELEC10
M,New York,18535,Nest-USA,1,Clicked,1/22/2019,1000,1049.73,ELEC10
F,Washington DC,18535,Nest-USA,1,Clicked,1/22/2019,1000,1049.73,ELEC10
F,Washington DC,18536,Nest-USA,2,Used,1/22/2019,1000,1049.73,ELEC10
F,Washington DC,18539,Nest-USA,1,Not Used,1/22/2019,1000,1049.73,ELEC10
F,Washington DC,18540,Nest-USA,2,Not Used,1/22/2019,1000,1049.73,ELEC10
F,Washington DC,18541,Nest-USA,1,Clicked,1/22/2019,1000,1049.73,ELEC10
F,Washington DC,18541,Nest-USA,1,Used,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18545,Nest-USA,1,Used,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18545,Nest-USA,1,Clicked,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18546,Nest-USA,1,Not Used,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18546,Nest-USA,1,Used,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18548,Nest-USA,1,Used,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18550,Nest-USA,1,Clicked,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18551,Nest-USA,1,Used,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18553,Nest-USA,1,Used,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18554,Nest-USA,3,Clicked,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18555,Nest-USA,1,Used,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18555,Nest-USA,2,Clicked,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18558,Nest-USA,2,Used,1/22/2019,1000,1049.73,ELEC10
M,New Jersey,18560,Nest-USA,2,Used,1/22/2019,1000,1049.73,ELEC10
M,New Jersey,18564,Nest-USA,2,Clicked,1/22/2019,1000,1049.73,ELEC10
F,Chicago,18565,Nest-USA,1,Not Used,1/22/2019,1000,1049.73,ELEC10
F,Chicago,18566,Nest-USA,1,Clicked,1/22/2019,1000,1049.73,ELEC10
M,New Jersey,18566,Nest-USA,1,Clicked,1/22/2019,1000,1049.73,ELEC10
M,New Jersey,18567,Nest-USA,1,Clicked,1/22/2019,1000,1049.73,ELEC10
M,New Jersey,18568,Nest-USA,1,Clicked,1/22/2019,1000,1049.73,ELEC10
M,New Jersey,18568,Nest-USA,1,Clicked,1/22/2019,1000,1049.73,ELEC10
M,New Jersey,18569,Nest-USA,2,Clicked,1/22/2019,1000,1049.73,ELEC10
M,New Jersey,18570,Nest-USA,1,Clicked,1/22/2019,1000,1049.73,ELEC10
F,Chicago,18573,Nest-USA,1,Clicked,1/22/2019,1000,1049.73,ELEC10
M,Chicago,18737,Nest-USA,1,Used,1/24/2019,1000,560.02,ELEC10
M,Chicago,18738,Nest-USA,1,Used,1/24/2019,1000,560.02,ELEC10
M,Chicago,18741,Nest-USA,2,Used,1/24/2019,1000,560.02,ELEC10
M,Chicago,18743,Nest-USA,1,Clicked,1/24/2019,1000,560.02,ELEC10
M,Chicago,18744,Nest-USA,5,Clicked,1/24/2019,1000,560.02,ELEC10
M,Chicago,18747,Nest-USA,2,Used,1/24/2019,1000,560.02,ELEC10
M,Chicago,18747,Nest-USA,1,Clicked,1/24/2019,1000,560.02,ELEC10
M,Chicago,18748,Nest-USA,1,Not Used,1/24/2019,1000,560.02,ELEC10
M,Chicago,18749,Nest-USA,1,Used,1/24/2019,1000,560.02,ELEC10
M,Chicago,18753,Nest-USA,1,Used,1/24/2019,1000,560.02,ELEC10
M,Chicago,18754,Nest-USA,1,Used,1/24/2019,1000,560.02,ELEC10
M,Chicago,18757,Nest-USA,1,Not Used,1/24/2019,1000,560.02,ELEC10
M,Chicago,18758,Nest-USA,1,Used,1/24/2019,1000,560.02,ELEC10
M,Chicago,18763,Nest-USA,1,Not Used,1/24/2019,1000,560.02,ELEC10
M,Chicago,18765,Nest-USA,2,Clicked,1/24/2019,1000,560.02,ELEC10
M,Chicago,18765,Nest-USA,1,Used,1/24/2019,1000,560.02,ELEC10
M,Chicago,18766,Nest-USA,2,Used,1/24/2019,1000,560.02,ELEC10
M,Chicago,18767,Nest-USA,1,Clicked,1/24/2019,1000,560.02,ELEC10
M,Chicago,18769,Nest-USA,1,Used,1/24/2019,1000,560.02,ELEC10
F,California,18681,Nest-USA,1,Clicked,1/24/2019,1000,560.02,ELEC10
F,California,18683,Nest-USA,1,Clicked,1/24/2019,1000,560.02,ELEC10
F,California,18684,Nest-USA,1,Clicked,1/24/2019,1000,560.02,ELEC10
F,California,18687,Nest-USA,1,Used,1/24/2019,1000,560.02,ELEC10
F,California,18687,Nest-USA,1,Used,1/24/2019,1000,560.02,ELEC10
F,California,18691,Nest-USA,1,Clicked,1/24/2019,1000,560.02,ELEC10
F,California,18692,Nest-USA,1,Not Used,1/24/2019,1000,560.02,ELEC10
F,New York,18696,Nest-USA,1,Clicked,1/24/2019,1000,560.02,ELEC10
F,New York,18696,Nest-USA,3,Clicked,1/24/2019,1000,560.02,ELEC10
M,Washington DC,18698,Nest-USA,1,Used,1/24/2019,1000,560.02,ELEC10
M,Washington DC,18699,Nest-USA,1,Used,1/24/2019,1000,560.02,ELEC10
M,Washington DC,18704,Nest-USA,5,Used,1/24/2019,1000,560.02,ELEC10
M,Washington DC,18706,Nest-USA,2,Clicked,1/24/2019,1000,560.02,ELEC10
M,Washington DC,18707,Nest-USA,2,Clicked,1/24/2019,1000,560.02,ELEC10
M,Washington DC,18711,Nest-USA,1,Clicked,1/24/2019,1000,560.02,ELEC10
M,Washington DC,18713,Nest-USA,1,Clicked,1/24/2019,1000,560.02,ELEC10
M,Washington DC,18714,Nest-USA,1,Clicked,1/24/2019,1000,560.02,ELEC10
M,Washington DC,18714,Nest-USA,3,Clicked,1/24/2019,1000,560.02,ELEC10
M,Washington DC,18720,Nest-USA,1,Clicked,1/24/2019,1000,560.02,ELEC10
M,Washington DC,18720,Nest-USA,1,Clicked,1/24/2019,1000,560.02,ELEC10
M,Washington DC,18721,Nest-USA,1,Used,1/24/2019,1000,560.02,ELEC10
M,Washington DC,18723,Nest-USA,1,Clicked,1/24/2019,1000,560.02,ELEC10
M,Washington DC,18723,Nest-USA,1,Clicked,1/24/2019,1000,560.02,ELEC10
M,Washington DC,18724,Nest-USA,1,Clicked,1/24/2019,1000,560.02,ELEC10
M,Washington DC,18731,Nest-USA,1,Clicked,1/24/2019,1000,560.02,ELEC10
M,Washington DC,18733,Nest-USA,1,Clicked,1/24/2019,1000,560.02,ELEC10
M,Washington DC,18733,Nest-USA,2,Used,1/24/2019,1000,560.02,ELEC10
M,Washington DC,18734,Nest-USA,1,Not Used,1/24/2019,1000,560.02,ELEC10
M,Washington DC,18734,Nest-USA,2,Not Used,1/24/2019,1000,560.02,ELEC10
M,Washington DC,18735,Nest-USA,1,Not Used,1/24/2019,1000,560.02,ELEC10
M,Washington DC,18735,Nest-USA,1,Used,1/24/2019,1000,560.02,ELEC10
M,New Jersey,18770,Nest-USA,1,Not Used,1/24/2019,1000,560.02,ELEC10
M,New Jersey,18771,Nest-USA,1,Used,1/24/2019,1000,560.02,ELEC10
M,New Jersey,18774,Nest-USA,1,Clicked,1/24/2019,1000,560.02,ELEC10
M,New Jersey,18775,Nest-USA,1,Used,1/24/2019,1000,560.02,ELEC10
M,Chicago,18928,Nest-USA,1,Not Used,1/26/2019,1000,937.58,ELEC10
M,Chicago,18929,Nest-USA,2,Used,1/26/2019,1000,937.58,ELEC10
M,Chicago,18937,Nest-USA,1,Not Used,1/26/2019,1000,937.58,ELEC10
M,Chicago,18938,Nest-USA,1,Clicked,1/26/2019,1000,937.58,ELEC10
F,Chicago,18956,Nest-USA,1,Clicked,1/26/2019,1000,937.58,ELEC10
F,California,18880,Nest-USA,1,Clicked,1/26/2019,1000,937.58,ELEC10
F,California,18880,Nest-USA,1,Clicked,1/26/2019,1000,937.58,ELEC10
F,California,18882,Nest-USA,1,Clicked,1/26/2019,1000,937.58,ELEC10
F,California,18885,Nest-USA,2,Used,1/26/2019,1000,937.58,ELEC10
M,California,18888,Nest-USA,2,Used,1/26/2019,1000,937.58,ELEC10
M,California,18889,Nest-USA,1,Clicked,1/26/2019,1000,937.58,ELEC10
M,California,18889,Nest-USA,1,Used,1/26/2019,1000,937.58,ELEC10
M,California,18890,Nest-USA,3,Clicked,1/26/2019,1000,937.58,ELEC10
M,California,18891,Nest-USA,1,Used,1/26/2019,1000,937.58,ELEC10
M,California,18895,Nest-USA,3,Used,1/26/2019,1000,937.58,ELEC10
M,California,18898,Nest-USA,1,Clicked,1/26/2019,1000,937.58,ELEC10
M,California,18899,Nest-USA,1,Used,1/26/2019,1000,937.58,ELEC10
M,California,18900,Nest-USA,1,Not Used,1/26/2019,1000,937.58,ELEC10
M,California,18902,Nest-USA,1,Used,1/26/2019,1000,937.58,ELEC10
M,California,18903,Nest-USA,1,Clicked,1/26/2019,1000,937.58,ELEC10
M,California,18909,Nest-USA,1,Used,1/26/2019,1000,937.58,ELEC10
M,California,18910,Nest-USA,1,Used,1/26/2019,1000,937.58,ELEC10
M,California,18913,Nest-USA,2,Clicked,1/26/2019,1000,937.58,ELEC10
M,California,18915,Nest-USA,2,Clicked,1/26/2019,1000,937.58,ELEC10
M,California,18916,Nest-USA,2,Used,1/26/2019,1000,937.58,ELEC10
M,California,18916,Nest-USA,2,Clicked,1/26/2019,1000,937.58,ELEC10
M,California,18918,Nest-USA,1,Used,1/26/2019,1000,937.58,ELEC10
M,California,18920,Nest-USA,1,Clicked,1/26/2019,1000,937.58,ELEC10
M,California,18920,Nest-USA,1,Clicked,1/26/2019,1000,937.58,ELEC10
M,California,18920,Nest-USA,2,Not Used,1/26/2019,1000,937.58,ELEC10
M,California,18920,Nest-USA,1,Clicked,1/26/2019,1000,937.58,ELEC10
M,California,18921,Nest-USA,2,Clicked,1/26/2019,1000,937.58,ELEC10
M,California,18921,Nest-USA,2,Not Used,1/26/2019,1000,937.58,ELEC10
M,California,18921,Nest-USA,1,Used,1/26/2019,1000,937.58,ELEC10
M,California,18940,Nest-USA,1,Clicked,1/26/2019,1000,937.58,ELEC10
M,California,18943,Nest-USA,3,Not Used,1/26/2019,1000,937.58,ELEC10
M,California,18944,Nest-USA,2,Not Used,1/26/2019,1000,937.58,ELEC10
M,California,18945,Nest-USA,1,Used,1/26/2019,1000,937.58,ELEC10
M,California,18946,Nest-USA,1,Clicked,1/26/2019,1000,937.58,ELEC10
M,California,18947,Nest-USA,1,Clicked,1/26/2019,1000,937.58,ELEC10
M,California,18948,Nest-USA,1,Clicked,1/26/2019,1000,937.58,ELEC10
M,California,18948,Nest-USA,1,Clicked,1/26/2019,1000,937.58,ELEC10
M,California,18949,Nest-USA,1,Not Used,1/26/2019,1000,937.58,ELEC10
M,California,18955,Nest-USA,1,Used,1/26/2019,1000,937.58,ELEC10
F,California,18958,Nest-USA,1,Clicked,1/26/2019,1000,937.58,ELEC10
F,California,18959,Nest-USA,2,Clicked,1/26/2019,1000,937.58,ELEC10
F,California,18960,Nest-USA,1,Clicked,1/26/2019,1000,937.58,ELEC10
F,New York,16739,Nest-USA,1,Not Used,01-02-2019,4500,3480.36,ELEC10
F,New York,16741,Nest-USA,1,Clicked,01-02-2019,4500,3480.36,ELEC10
F,New York,16745,Nest-USA,1,Clicked,01-02-2019,4500,3480.36,ELEC10
F,Chicago,16748,Nest-USA,1,Not Used,01-02-2019,4500,3480.36,ELEC10
F,Chicago,16753,Nest-USA,3,Clicked,01-02-2019,4500,3480.36,ELEC10
F,Chicago,16754,Nest-USA,1,Not Used,01-02-2019,4500,3480.36,ELEC10
F,Chicago,16755,Nest-USA,1,Used,01-02-2019,4500,3480.36,ELEC10
F,Chicago,16756,Nest-USA,1,Used,01-02-2019,4500,3480.36,ELEC10
F,Chicago,16759,Nest-USA,2,Used,01-02-2019,4500,3480.36,ELEC10
F,Chicago,16760,Nest-USA,2,Not Used,01-02-2019,4500,3480.36,ELEC10
F,Chicago,16761,Nest-USA,1,Clicked,01-02-2019,4500,3480.36,ELEC10
F,Chicago,16762,Nest-USA,1,Used,01-02-2019,4500,3480.36,ELEC10
F,Chicago,16764,Nest-USA,2,Clicked,01-02-2019,4500,3480.36,ELEC10
F,Chicago,16767,Nest-USA,1,Clicked,01-02-2019,4500,3480.36,ELEC10
F,Chicago,16770,Nest-USA,2,Clicked,01-02-2019,4500,3480.36,ELEC10
F,Chicago,16772,Nest-USA,3,Used,01-02-2019,4500,3480.36,ELEC10
M,Chicago,16774,Nest-USA,1,Not Used,01-02-2019,4500,3480.36,ELEC10
M,Chicago,16774,Nest-USA,1,Not Used,01-02-2019,4500,3480.36,ELEC10
M,Chicago,16776,Nest-USA,2,Clicked,01-02-2019,4500,3480.36,ELEC10
M,Chicago,16777,Nest-USA,1,Not Used,01-02-2019,4500,3480.36,ELEC10
M,Chicago,16777,Nest-USA,1,Used,01-02-2019,4500,3480.36,ELEC10
M,Chicago,16778,Nest-USA,1,Used,01-02-2019,4500,3480.36,ELEC10
F,California,16779,Nest-USA,1,Clicked,01-02-2019,4500,3480.36,ELEC10
F,California,16781,Nest-USA,1,Clicked,01-02-2019,4500,3480.36,ELEC10
F,California,16783,Nest-USA,1,Clicked,01-02-2019,4500,3480.36,ELEC10
F,California,16785,Nest-USA,2,Clicked,01-02-2019,4500,3480.36,ELEC10
F,California,16787,Nest-USA,1,Used,01-02-2019,4500,3480.36,ELEC10
F,California,16788,Nest-USA,1,Used,01-02-2019,4500,3480.36,ELEC10
F,California,16789,Nest-USA,1,Clicked,01-02-2019,4500,3480.36,ELEC10
F,California,16790,Nest-USA,1,Clicked,01-02-2019,4500,3480.36,ELEC10
F,California,16791,Nest-USA,2,Clicked,01-02-2019,4500,3480.36,ELEC10
F,California,16792,Nest-USA,1,Used,01-02-2019,4500,3480.36,ELEC10
F,New York,16796,Nest-USA,1,Clicked,01-02-2019,4500,3480.36,ELEC10
F,New York,16797,Nest-USA,2,Clicked,01-02-2019,4500,3480.36,ELEC10
F,Washington DC,16798,Nest-USA,2,Not Used,01-02-2019,4500,3480.36,ELEC10
F,Washington DC,16798,Nest-USA,1,Used,01-02-2019,4500,3480.36,ELEC10
F,Washington DC,16799,Nest-USA,2,Not Used,01-02-2019,4500,3480.36,ELEC10
F,Washington DC,16802,Nest-USA,1,Clicked,01-02-2019,4500,3480.36,ELEC10
F,Washington DC,16802,Nest-USA,5,Used,01-02-2019,4500,3480.36,ELEC10
F,California,16803,Nest-USA,1,Not Used,01-02-2019,4500,3480.36,ELEC10
F,California,16803,Nest-USA,4,Clicked,01-02-2019,4500,3480.36,ELEC10
F,California,16804,Nest-USA,2,Used,01-02-2019,4500,3480.36,ELEC10
F,California,16804,Nest-USA,2,Not Used,01-02-2019,4500,3480.36,ELEC10
F,California,16806,Nest-USA,1,Clicked,01-02-2019,4500,3480.36,ELEC10
F,California,16808,Nest-USA,1,Clicked,01-02-2019,4500,3480.36,ELEC10
F,California,16809,Nest-USA,1,Clicked,01-02-2019,4500,3480.36,ELEC10
F,California,16811,Nest-USA,2,Clicked,01-02-2019,4500,3480.36,ELEC10
F,New Jersey,16814,Nest-USA,1,Clicked,01-02-2019,4500,3480.36,ELEC10
F,New Jersey,16815,Nest-USA,2,Clicked,01-02-2019,4500,3480.36,ELEC10
F,New Jersey,16816,Nest-USA,2,Used,01-02-2019,4500,3480.36,ELEC10
F,New Jersey,16817,Nest-USA,1,Clicked,01-02-2019,4500,3480.36,ELEC10
F,New Jersey,16817,Nest-USA,3,Used,01-02-2019,4500,3480.36,ELEC10
F,New Jersey,16818,Nest-USA,1,Used,01-02-2019,4500,3480.36,ELEC10
F,Washington DC,19170,Nest-USA,1,Used,1/30/2019,700,981.86,ELEC10
F,Washington DC,19171,Nest-USA,1,Used,1/30/2019,700,981.86,ELEC10
F,California,19128,Nest-USA,1,Not Used,1/30/2019,700,981.86,ELEC10
M,Chicago,19133,Nest-USA,1,Clicked,1/30/2019,700,981.86,ELEC10
M,Chicago,19135,Nest-USA,1,Clicked,1/30/2019,700,981.86,ELEC10
M,Chicago,19136,Nest-USA,2,Used,1/30/2019,700,981.86,ELEC10
M,Chicago,19137,Nest-USA,1,Clicked,1/30/2019,700,981.86,ELEC10
F,Chicago,19141,Nest-USA,1,Not Used,1/30/2019,700,981.86,ELEC10
F,Chicago,19196,Nest-USA,1,Clicked,1/30/2019,700,981.86,ELEC10
F,Chicago,19198,Nest-USA,2,Clicked,1/30/2019,700,981.86,ELEC10
F,Chicago,19198,Nest-USA,1,Used,1/30/2019,700,981.86,ELEC10
F,Chicago,19203,Nest-USA,1,Used,1/30/2019,700,981.86,ELEC10
F,Chicago,19205,Nest-USA,1,Not Used,1/30/2019,700,981.86,ELEC10
F,Chicago,19207,Nest-USA,2,Clicked,1/30/2019,700,981.86,ELEC10
F,Chicago,19210,Nest-USA,1,Clicked,1/30/2019,700,981.86,ELEC10
F,Chicago,19216,Nest-USA,2,Clicked,1/30/2019,700,981.86,ELEC10
F,Chicago,19217,Nest-USA,1,Clicked,1/30/2019,700,981.86,ELEC10
F,Chicago,19218,Nest-USA,3,Clicked,1/30/2019,700,981.86,ELEC10
